,speaker_id,tested_uttr,sim_score,sim_type
0,8747,8747-293952-0080.wav,0.9999999403953552,clean
1,8747,8747-293952-0080.wav,0.8807564377784729,perturbed
2,8747,8747-293952-0080.wav,1.0000000596046448,clean
3,8747,8747-293952-0080.wav,0.9139441847801208,perturbed
4,8747,8747-293952-0073.wav,0.9999999701976776,clean
5,8747,8747-293952-0073.wav,0.8935777544975281,perturbed
6,8747,8747-293952-0080.wav,1.0,clean
7,8747,8747-293952-0080.wav,0.8654011189937592,perturbed
8,8747,8747-293952-0073.wav,0.9999999105930328,clean
9,8747,8747-293952-0073.wav,0.9198456406593323,perturbed
